Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
536773,JPOLYINVST,Jindal Poly Investment and Finance Company Ltd,Active,B ,10.00,INE147P01019,Other Financial Services,Equity
536788,SMFHYCRG,Sundaram Hybrid Fund - Series C- Regular Plan Growth Option,Active,F ,10.00,INF903J01XA9,,MF
536789,SMFHYCHD,Sundaram Hybrid Fund - Series C- Regular Plan Half Yearly Dividend Option,Active,F ,10.00,INF903J01XB7,,MF
536790,SMFHYCYD,Sundaram Hybrid Fund - Series C- Regular Plan Yearly Dividend Option,Active,F ,10.00,INF903J01XC5,,MF
536791,SMFHYCDG,Sundaram Hybrid Fund - Series C- Direct Plan Growth Option,Active,F ,10.00,INF903J01XD3,,MF
536799,SRSFIN,SRS Finance Ltd,Active,XC,10.00,INE002J01019,Finance (including NBFCs),Equity
536820,BOSTONTEK,Boston Teknowsys (India) Ltd,Active,XT,10.00,INE777E01017,IT Software Products,Equity
536821,RFXXIV24DD,Reliance Fixed Horizon Fund- XXIV Series 24- Direct Plan Dividend Payout Option,Active,F ,10.00,INF204KA1594,,MF
536822,RFXXIV24DG,Reliance Fixed Horizon Fund- XXIV Series 24- Direct Plan Growth Option,Active,F ,10.00,INF204KA1586,,MF
536823,RFXXIV25DD,Reliance Fixed Horizon Fund- XXIV Series 25- Direct Plan Dividend Payout Option,Active,F ,10.00,INF204KB1FL1,,MF
536824,RFHXXIV24D,Reliance Fixed Horizon Fund- XXIV Series 24- Dividend Payout Option,Active,F ,10.00,INF204KA1578,,MF
536825,RFXXIV25DG,Reliance Fixed Horizon Fund- XXIV Series 25- Direct Plan Growth Option,Active,F ,10.00,INF204KB1FK3,,MF
536826,RFHXXIV24G,Reliance Fixed Horizon Fund- XXIV Series 24- Growth Option,Active,F ,10.00,INF204KA1560,,MF
536827,RFHXXIV25D,Reliance Fixed Horizon Fund- XXIV Series 25- Dividend Payout Option,Active,F ,10.00,INF204KB1FJ5,,MF
536828,RFHXXIV25G,Reliance Fixed Horizon Fund- XXIV Series 25- Growth Option,Active,F ,10.00,INF204KB1FI7,,MF
536835,H554N28DD1,HDFC FMP 554D November 2013 (1) - Direct Option- Normal Dividend Option,Active,F ,10.00,INF179KB1AL3,,MF
536846,YURANUS,Yuranus Infrastructure Ltd,Active,XT,10.00,INE156M01017,Construction &amp; Engineering,Equity
536859,RFXXV01DG,Reliance Mutual Fund- Reliance Fixed Horizon Fund- XXV Series 1- Direct Plan   Growth Option,Active,F ,10.00,INF204KA18H7,,MF
536861,RFHXXV01G,Reliance Mutual Fund- Reliance Fixed Horizon Fund- XXV Series 1- Growth Option,Active,F ,10.00,INF204KA16H1,,MF
536868,INTELSOFT,Integra Telecommunication &amp; Software Ltd,Active,XD,10.00,INE256F01019,IT Consulting &amp; Software,Equity
536898,IPRU2199,ICICI Prudential Capital Protection Oriented Fund - Series IV - Plan F- 60 Months Plan - Re Pl Cu Op,Active,F ,10.00,INF109KA1GN2,,MF
536899,IPRU2200,ICICI Prudential Capital Protection Oriented Fund- Series IV - Plan F- 60 Mo Plan - Re Pl Di Option,Active,F ,10.00,INF109KA1GO0,,MF
536900,IPRU8399,ICICI Prudential Capital Protection Oriented Fund- Series IV - Plan F- 60 Months Pl - Dt Pla Cu Op,Active,F ,10.00,INF109KA1GP7,,MF
536901,IPRU8400,ICICI Prudential Capital Protection Oriented Fund- Series IV - Plan F- 60 Mo Pln - Dire Pln Did Opti,Active,F ,10.00,INF109KA1GQ5,,MF
536902,BSLFTPIYRG,ADITYA BIRLA SUN LIFE FIXED TERM PLAN - SERIES IY REGULAR GROWTH,Active,F ,10.00,INF209KA1W01,,MF
536903,BSLFTPIYRN,ADITYA BIRLA SUN LIFE FIXED TERM PLAN - SERIES IY REGULAR DIVIDEND,Active,F ,10.00,INF209KA1W19,,MF
536904,BSLFTPIYRQ,ADITYA BIRLA SUN LIFE FIXED TERM PLAN - SERIES IY REGULAR QUARTERLY DIVIDEND,Active,F ,10.00,INF209KA1V69,,MF
536905,BSLFTPIYDG,ADITYA BIRLA SUN LIFE FIXED TERM PLAN - SERIES IY DIRECT GROWTH,Active,F ,10.00,INF209KA1V77,,MF
536917,IPRU2208,ICICI Prudential Fixed Maturity Plan-Series 71-525 Days Plan D (Regular Plan Cumulative),Active,F ,10.00,INF109KB1EF2,,MF
536918,IPRU2209,ICICI Prudential Fixed Maturity Plan-Series 71-525 Days Plan D (Regular Plan Dividend),Active,F ,10.00,INF109KB1EG0,,MF
536919,IPRU8408,ICICI Prudential Fixed Maturity Plan-Series 71-525 Days Plan D (Direct Plan Cumulative),Active,F ,10.00,INF109KB1EH8,,MF
536936,KTKFMP127G,Kotak Mahindra Mutual Fund - Kotak FMP Series 127 - 730 Days Non Direct Plan-Growth Option,Active,F ,10.00,INF174K016A3,,MF
536938,KTKFMP127D,Kotak Mahindra Mutual Fund - Kotak FMP 127 - 730 Days Non Direct Plan- Dividend option,Active,F ,10.00,INF174K017A1,,MF
536940,KTKFMP127GD,Kotak Mahindra Mutual Fund - Kotak FMP Series 127 - 730 Days Direct Plan- Growth option,Active,F ,10.00,INF174K018A9,,MF
536941,KTKFMP127DD,Kotak Mahindra Mutual Fund - Kotak FMP Series 127 - 730 Days Direct Plan- Dividend option,Active,F ,10.00,INF174K019A7,,MF
536960,M100,Motilal Oswal Mutual Fund - Motilal Oswal MOSt Shares Midcap 100 ETF- Growth option,Active,B ,10.00,INF247L01023,,Equity
536965,BPCAP,B. P. Capital Ltd,Active,XT,10.00,INE947C01010,Finance (including NBFCs),Equity
536967,RFXXV06DG,Reliance Mutual Fund- Reliance Fixed Horizon Fund- XXV Series 6 - Direct Plan   Growth Option,Active,F ,10.00,INF204KA14H6,,MF
536969,RFHXXV06G,Reliance Mutual Fund- Reliance Fixed Horizon Fund- XXV Series 6 - Growth Option,Active,F ,10.00,INF204KA12H0,,MF
536974,CPL,Captain Polyplast Ltd,Active,B ,10.00,INE536P01013,Plastic Products,Equity
536983,H371D28DQ1,HDFC Mutual Fund - HDFC FMP 371D December 2013 (1) - Direct Option- Quarterly Dividend Option,Active,F ,10.00,INF179K014Y3,,MF
536986,H371D28RD1,HDFC Mutual Fund - HDFC FMP 371D December 2013 (1) - Regular Option- Normal Dividend Option,Active,F ,10.00,INF179K017Y6,,MF
536987,H371D28RQ1,HDFC Mutual Fund - HDFC FMP 371D December 2013 (1) - Regular Option- Quarterly Dvdnd Option,Active,F ,10.00,INF179K018Y4,,MF
536992,RCLEDPLADD,Reliance Mutual Fund - Reliance Close Ended Equity Fund- Series A - Direct Plan Dvdnd Pyot Optin,Active,B ,10.00,INF204K018R7,,Equity
536993,RCLEDPLADG,Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series A - Direct Plan  Growth Option,Active,B ,10.00,INF204K017R9,,Equity
536994,RCLENDPLAD,Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series A - Dividend Payout Option,Active,B ,10.00,INF204K016R1,,Equity
536995,RCLENDPLAG,Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series A - Growth Option,Active,B ,10.00,INF204K015R3,,Equity
537005,IPRU2207,ICICI Prudential Value Fund Series 2 (Regular Dividend Option),Active,F ,10.00,INF109KB1L20,,MF
537006,IPRU8407,ICICI Prudential Value Fund Series 2 (Direct Dividend Option),Active,F ,10.00,INF109KB1L38,,MF
537007,NIFTYIWIN,ICICI Prudential Nifty iWIN ETF,Active,B ,10.00,INF109K012R6,,Equity
537008,NIF100IWIN,ICICI Prudential Nifty 100 iWIN ETF,Active,B ,10.00,INF109KA1962,,Equity
537049,H371D29RF2,HDFC Mutual Fund - HDFC FMP 371D December 2013 (2) - Regular Option- Flexi Option,Active,F ,10.00,INF179KA1O22,,MF
537060,IPRU2218,ICICI Prudential Fixed Maturity Plan- Series 71 - 505 Days Plan H (Regular Plan Cumulative),Active,F ,10.00,INF109KB1EB1,,MF
537062,IPRU8418,ICICI Prudential Fixed Maturity Plan- Series 71 - 505 Days Plan H (Direct Plan Cumulative),Active,F ,10.00,INF109KB1ED7,,MF
537063,IPRU8419,ICICI Prudential Fixed Maturity Plan- Series 71 - 505 Days Plan H (Direct Plan Dividend),Active,F ,10.00,INF109KB1EE5,,MF
537068,SATYA,Satya Miners &amp; Transporters Ltd,Active,XD,10.00,INE394F01018,Other Financial Services,Equity
537069,ARNOLD,Arnold Holdings Ltd,Active,XC,2.00,INE185K01028,Finance (including NBFCs),Equity
537092,MODEX,Modex International Securities Ltd,Active,XD,10.00,INE072D01015,Other Financial Services,Equity
537097,IPRU2212,ICICI Prudential Capital Protection Oriented Fund - Series IV - Plan G- 60 Months Plan - R P C Optio,Active,F ,10.00,INF109KA1HR1,,MF
537098,IPRU2213,ICICI Prudential Capital Protection Oriented Fund- Series IV - Plan G- 60 Months Plan - R P D O,Active,F ,10.00,INF109KA1HS9,,MF
537099,IPRU8412,ICICI Prudential Capital Protection Oriented Fund- Series IV - Plan G- 60 Months Plan - D P C O,Active,F ,10.00,INF109KA1HT7,,MF
537100,IPRU8413,ICICI Prudential Capital Protection Oriented Fund- Series IV - Plan G- 60 Months Plan - D P D O,Active,F ,10.00,INF109KA1HU5,,MF
537119,TENTIMETAL,Tentiwala Metal Products Ltd,Active,M ,10.00,INE486P01011,Aluminium,Equity
537126,SMFHYDRG,Sundaram Hybrid Fund - Series D- Regular Plan Growth Option,Active,F ,10.00,INF903J01XS1,,MF
537127,SMFHYDHD,Sundaram Hybrid Fund - Series D- Regular Plan Half Yearly Dividend Option,Active,F ,10.00,INF903J01XT9,,MF
537128,SMFHYDYD,Sundaram Hybrid Fund - Series D- Regular Plan Yearly Dividend Option,Active,F ,10.00,INF903J01XU7,,MF
537129,SMFHYDDG,Sundaram Hybrid Fund - Series D- Direct Plan Growth Option,Active,F ,10.00,INF903J01XV5,,MF
537130,SMFHYDDHD,Sundaram Hybrid Fund - Series D- Direct Plan Half Yearly Dividend Option,Active,F ,10.00,INF903J01XW3,,MF
537131,SMFHYDDYD,Sundaram Hybrid Fund - Series D- Direct Plan Yearly Dividend Option,Active,F ,10.00,INF903J01XX1,,MF
537135,RFXXV11DG,Reliance Mutual Fund- Reliance Fixed Horizon Fund- XXV Series 11- Direct Plan   Growth Option,Active,F ,10.00,INF204KA1Z58,,MF
537136,RFHXXV11G,Reliance Mutual Fund- Reliance Fixed Horizon Fund- XXV Series 11- Growth Option,Active,F ,10.00,INF204KA1Z33,,MF
537158,TFM46DB,TATA Fixed Maturity Plan Series 46 Scheme D- Plan A - Growth,Active,F ,10.00,INF277K01S76,,MF
537160,TFM46DD,TATA Fixed Maturity Plan Series 46 Scheme D- Direct Plan - Growth,Active,F ,10.00,INF277K01S92,,MF
537171,H504D29DG1,HDFC Mutual Fund - HDFC FMP 504D December 2013 (1) - Direct Option- Growth Option,Active,F ,10.00,INF179KB1784,,MF
537172,H504D29DD1,HDFC Mutual Fund - HDFC FMP 504D December 2013 (1) - Direct Option- Normal Dividend Option,Active,F ,10.00,INF179KB1AA6,,MF
537173,H504D29DQ1,HDFC Mutual Fund - HDFC FMP 504D December 2013 (1) - Direct Option-Qtrly Dividend Option,Active,F ,10.00,INF179KB1792,,MF
537175,H504D29RG1,HDFC Mutual Fund - HDFC FMP 504D December 2013 (1) - Regular Option- Growth Option,Active,F ,10.00,INF179KB1818,,MF
537176,H504D29RD1,HDFC Mutual Fund - HDFC FMP 504D December 2013 (1)-Regular Option-Normal Dividend Option,Active,F ,10.00,INF179KB1750,,MF
537177,H504D29RQ1,HDFC Mutual Fund - HDFC FMP 504D December 2013 (1) - Regular Option- Qrtly Dividend Option,Active,F ,10.00,INF179KB1768,,MF
537179,IPRU2230,ICICI Prudential Fixed Maturity Plan- Series 71 - 480 Days Plan L-Regular Plan Cumulative,Active,F ,10.00,INF109KB16N8,,MF
537180,IPRU2231,ICICI Prudential Fixed Maturity Plan- Series 71 - 480 Days Plan L Regular Plan Dividend,Active,F ,10.00,INF109KB17N6,,MF
537181,IPRU8430,ICICI Prudential Fixed Maturity Plan- Series 71 - 480 Days Plan L-Direct Plan Cumulative,Active,F ,10.00,INF109KB18N4,,MF
537198,RCLEDPLBDD,Reliance Mutual Fund - Reliance Close Ended Equity Fund- Series B - Direct Plan Dividend Payo O,Active,B ,10.00,INF204K012S8,,Equity
537199,RCLEDPLBDG,Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series B - Direct Plan Growth Option,Active,B ,10.00,INF204K011S0,,Equity
537200,RCLENDPLBD,Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series B - Dividend Payout Option,Active,B ,10.00,INF204K010S2,,Equity
537201,RCLENDPLBG,Reliance Mutual Fund- Reliance Close Ended Equity Fund- Series B - Growth Option,Active,B ,10.00,INF204K019R5,,Equity
537211,IPRU2236,ICICI Prudential Multiple Yield Fund - Series 5- 1825 Days Plan C- Regular Plan Cumulative,Active,F ,10.00,INF109KA1JJ4,,MF
537212,IPRU2237,ICICI Prudential Multiple Yield Fund - Series 5 -1825 Days Plan C -Regular Plan Dividend,Active,F ,10.00,INF109KA1JK2,,MF
537213,IPRU8436,ICICI Prudential Multiple Yield Fund - Series 5 - 1825 Days Plan C-Direct Plan Cumulative,Active,F ,10.00,INF109KA1JL0,,MF
537253,SUNLOC,Sunil Healthcare Ltd,Active,XD,10.00,INE671C01016,Pharmaceuticals,Equity
537254,RCIIND,RCI Industries &amp; Technologies Ltd,Active,B ,10.00,INE140B01014,Comm.Trading  &amp; Distribution,Equity
537255,SDF16M2GR,SBI Debt Fund Series - 16 Months - 2 - Regular Plan- Growth,Active,F ,10.00,INF200KA1NA3,,MF
537256,SDF16M2DR,SBI Debt Fund Series - 16 Months - 2- Regular Plan -Dividend payout,Active,F ,10.00,INF200KA1NB1,,MF
537257,SDF16M2GD,SBI Debt Fund Series - 16 Months - 2- Direct Plan -Growth,Active,F ,10.00,INF200KA1NC9,,MF
537259,SUYOG,Suyog Telematics Ltd,Active,T ,10.00,INE442P01014,Other Telecom Services,Equity
537291,NATHBIOGEN,Nath Bio-Genes (India) Ltd,Active,B ,10.00,INE448G01010,Other Agricultural Products,Equity
537292,AGRITECH,Agri- Tech (India) Ltd,Active,B ,10.00,INE449G01018,Other Agricultural Products,Equity
537326,CHEMTECH,Chemtech Industrial Valves Ltd,Active,B ,10.00,INE212P01011,Industrial Machinery,Equity
537365,AXISFT50DD,Axis Fixed Term Plan - Series 50 (3 Months) - Direct Plan - Dividend Payout,Active,F ,10.00,INF846K01JR1,,MF
537366,AXISFT50DG,Axis Fixed Term Plan - Series 50 (3 Months) - Direct Plan - Growth,Active,F ,10.00,INF846K01JS9,,MF
537367,AXISFT50DP,Axis Fixed Term Plan - Series 50 (3 Months) - Regular  Plan - Dividend Payout,Active,F ,10.00,INF846K01JT7,,MF
537368,AXISFT50GP,Axis Fixed Term Plan - Series 50 (3 Months) - Regular Plan - Growth,Active,F ,10.00,INF846K01JU5,,MF
537370,RFXXV15DG,Reliance Mutual Fund- Reliance Fixed Horizon Fund- XXV Series 15- Direct Plan Growth Option,Active,F ,10.00,INF204KB1387,,MF
537371,RFHXXV15D,Reliance Mutual Fund- Reliance Fixed Horizon Fund- XXV Series 15 - Dividend Payout Option,Active,F ,10.00,INF204KB1379,,MF
537372,RFHXXV15G,Reliance Mutual Fund- Reliance Fixed Horizon Fund- XXV Series 15 - Growth Option,Active,F ,10.00,INF204KB1361,,MF
537392,TAAZAINT,Taaza International Ltd,Active,XD,10.00,INE392H01018,Department Stores,Equity
537400,BSLFTPJXRG,ADITYA BIRLA SUN LIFE FIXED TERM PLAN - SERIES JX REGULAR GROWTH,Active,F ,10.00,INF209KA1R65,,MF
537402,BSLFTPJXDG,ADITYA BIRLA SUN LIFE FIXED TERM PLAN - SERIES JX DIRECT GROWTH,Active,F ,10.00,INF209KA1R32,,MF
537403,AXISFT49DP,Axis Fixed Term Plan - Series 49 (437Days) - Regular  Plan - Dividend Payout,Active,F ,10.00,INF846K01TT6,,MF
537404,AXISFT49GP,Axis Fixed Term Plan - Series 49 (437Days) - Regular Plan - Growth,Active,F ,10.00,INF846K01TV2,,MF
537405,AXISFT49DG,Axis Fixed Term Plan - Series 49 (437Days) - Direct Plan - Growth,Active,F ,10.00,INF846K01TY6,,MF
537428,H372F29RF1,HDFC Mutual Fund - HDFC FMP 372D February 2014 (1) - Regular Option- Flexi Option,Active,F ,10.00,INF179KA1Z86,,MF
537433,BSLFTPJYDN,Birla Sun Life Mutual Fund- Birla Sun Life Fixed Term Plan- Series JY (367 days)- Direct Plan-(NDP),Active,F ,10.00,INF209KB1AX2,,MF
537435,TFM46KA,TATA Fixed Maturity Plan Series 46 Scheme K- Plan A - Dividend,Active,F ,10.00,INF277K01T00,,MF
537436,TFM46KB,TATA Fixed Maturity Plan Series 46 Scheme K- Plan A - Growth,Active,F ,10.00,INF277K01T18,,MF
537437,TFM46KD,TATA Fixed Maturity Plan Series 46 Scheme K- Direct Plan - Growth,Active,F ,10.00,INF277K01T26,,MF
537444,H1175J29DG,HDFC Mutual Fund - HDFC FMP 1175D January 2014 (1)  - Direct Option- Growth Option,Active,F ,10.00,INF179KB1J92,,MF
537445,H1175J29DD,HDFC Mutual Fund - HDFC FMP 1175D January 2014 (1) - Direct Option- Normal Dividend Option,Active,F ,10.00,INF179KB1K08,,MF
537446,H1175J29DQ,HDFC Mutual Fund - HDFC FMP 1175D January 2014 (1) - Direct Option- Quarterly Dividend Option,Active,F ,10.00,INF179KB1K16,,MF
537447,H1175J29DF,HDFC Mutual Fund - HDFC FMP 1175D January 2014 (1) - Direct Option- Flexi Option,Active,F ,10.00,INF179KB1K24,,MF
537448,H1175J29RG,HDFC Mutual Fund - HDFC FMP 1175D January 2014 (1) - Regular Option- Growth Option,Active,F ,10.00,INF179KB1J84,,MF
537449,H1175J29RD,HDFC Mutual Fund - HDFC FMP 1175D January 2014 (1) - Regular Option- Normal Dividend Optin,Active,F ,10.00,INF179KB1J68,,MF
537450,H1175J29RQ,HDFC Mutual Fund - HDFC FMP 1175D January 2014 (1) - Regular Option- Qrtrly Dividend Option,Active,F ,10.00,INF179KB1J76,,MF
537459,RFXXV18DG,Reliance Mutual Fund- Reliance Fixed Horizon Fund- XXV Series 18- Direct Plan Growth Option,Active,F ,10.00,INF204KB1IM3,,MF
537463,RFHXXV18G,Reliance Mutual Fund- Reliance Fixed Horizon Fund- XXV Series 18 - Growth Option,Active,F ,10.00,INF204KB1IK7,,MF
537483,RELCNX100,Reliance ETF Nifty 100,Active,B ,10.00,INF204K014N5,,Equity
537488,IIFCLIDFSRI,IIFCL Mutual Fund Infrastructure Debt Fund - Series I,Active,F ,1000000.00,INF017Q01011,,MF
537492,AGRIMONY,Agrimony Commodities Ltd,Active,M ,10.00,INE567P01018,Comm.Trading  &amp; Distribution,Equity
537501,AXISFT52GP,Axis Fixed Term Plan - Series 52 (428 Days) - Regular Plan - Growth,Active,F ,10.00,INF846K01UB2,,MF
537502,AXISFT52DG,Axis Fixed Term Plan - Series 52 (428 Days) - Direct Plan - Growth,Active,F ,10.00,INF846K01UE6,,MF
537503,AXISFT52QD,Axis Fixed Term Plan - Series 52 (428 Days) - Regular Plan - Quarterly Dividend,Active,F ,10.00,INF846K01UA4,,MF
537524,VIAANINDUS,Viaan Industries Ltd,Active,XC,1.00,INE324N01027,Houseware,Equity
537526,KTKFMP136D,Kotak Mahindra Mutual Fund - Kotak FMP 136-376Days Non Direct Plan- Dividend option,Active,F ,10.00,INF174K01TY3,,MF
537536,DENISCHEM,Denis Chem Lab Ltd,Active,XC,10.00,INE051G01012,Pharmaceuticals,Equity
537560,RFXXV20DD,Reliance Mutual Fund-Reliance Fixed Horizon Fund- XXV Series 20 - Direct Plan Dividend Payout Option,Active,F ,10.00,INF204KB1510,,MF
537561,RFXXV20DG,Reliance Mutual Fund- Reliance Fixed Horizon Fund- XXV Series 20 - Direct Plan Growth Option,Active,F ,10.00,INF204KB1502,,MF
537562,RFHXXV20D,Reliance Mutual Fund- Reliance Fixed Horizon Fund- XXV Series 20 - Dividend Payout Plan,Active,F ,10.00,INF204KB1494,,MF
537563,RFHXXV20G,Reliance Mutual Fund- Reliance Fixed Horizon Fund- XXV Series 20 - Growth Option,Active,F ,10.00,INF204KB1486,,MF
537565,KTKFMP137D,Kotak Mahindra Mutual Fund - Kotak FMP 137-371 Days Non Direct Plan- Dividend option,Active,F ,10.00,INF174K01UC7,,MF
537567,KTKFMP137DD,Kotak Mahindra Mutual Fund - Kotak FMP Series 137-371 Days Direct Plan- Dividend option,Active,F ,10.00,INF174K01UE3,,MF
537573,POLYMAC,Polymac Thermoformers Ltd,Active,M ,10.00,INE826P01018,Plastic Products,Equity
537574,H441F29DG1,HDFC Mutual Fund - HDFC FMP 441D February 2014 (1) - Direct Option- Growth Option,Active,F ,10.00,INF179KB1222,,MF
537575,H441F29DD1,HDFC Mutual Fund - HDFC FMP 441D February 2014 (1) - Direct Option- Normal Dividend Option,Active,F ,10.00,INF179KB1230,,MF
537578,H441F29RG1,HDFC Mutual Fund - HDFC FMP 441D February 2014 (1) - Regular Option- Growth Option,Active,F ,10.00,INF179KB1263,,MF
537579,H441F29RD1,HDFC Mutual Fund - HDFC FMP 441D February 2014 (1) - Regular Option- Normal Dividend Option,Active,F ,10.00,INF179KB1198,,MF
537580,H441F29RQ1,HDFC Mutual Fund - HDFC FMP 441D February 2014 (1) - Regular Option- Qutrly Dividend Option,Active,F ,10.00,INF179KB1206,,MF
537581,H441F29RF1,HDFC Mutual Fund - HDFC FMP 441D February 2014 (1) - Regular Option- Flexi Option,Active,F ,10.00,INF179KB1255,,MF
537582,UNISHIRE,Unishire Urban Infra Ltd,Active,M ,10.00,INE210P01015,Realty,Equity
537599,BSLFTPKERG,Birla Sun Life Mutual Fund- Birla Sun Life Fixed Term Plan- Series KE (412 days)- Regular Plan (Grh),Active,F ,10.00,INF209KA1Q41,,MF
537603,BSLFTPKEDG,Birla Sun Life Mutual Fund- Birla Sun Life Fixed Term Plan- Series KE (412 days)-Direct Plan (Gr),Active,F ,10.00,INF209KA1Q17,,MF
537604,TFM46MA,TATA Fixed Maturity Plan Series 46 Scheme M- Plan A - Dividend,Active,F ,10.00,INF277K01T34,,MF
537606,TFM46MC,TATA Fixed Maturity Plan Series 46 Scheme M - Direct Plan - Dividend,Active,F ,10.00,INF277K01T59,,MF
537608,TFM46MB,TATA Fixed Maturity Plan Series 46 Scheme M- Plan A - Growth,Active,F ,10.00,INF277K01T42,,MF
537609,TFM46MD,TATA Fixed Maturity Plan Series 46 Scheme M- Direct Plan - Growth,Active,F ,10.00,INF277K01T67,,MF
537624,SDFSA5GR,SBI Debt Fund Series A-5- Regular Plan - Growth,Active,F ,10.00,INF200KA1NM8,,MF
537626,SDFSA5GD,SBI Debt Fund Series A-5- Direct Plan -Growth,Active,F ,10.00,INF200KA1NO4,,MF
537628,SDFSA4GR,SBI Debt Fund Series A-4- Regular Plan - Growth,Active,F ,10.00,INF200KA1NU1,,MF
537630,SDFSA4GD,SBI Debt Fund Series A-4- Direct Plan -Growth,Active,F ,10.00,INF200KA1NW7,,MF
537654,H434F29DD1,HDFC Mutual Fund - HDFC FMP 434D February 2014 (1) - Direct Option- Normal Dividend Option,Active,F ,10.00,INF179KA1EU7,,MF
537663,TFM46TB,TATA Fixed Maturity Plan Series 46 Scheme T- Plan A - Growth,Active,F ,10.00,INF277K01V06,,MF
537664,TFM46TD,TATA Fixed Maturity Plan Series 46 Scheme T- Direct Plan - Growth,Active,F ,10.00,INF277K01U98,,MF
537669,SIVI,Siddhi Vinayak Shipping Corporation Ltd,Active,M ,10.00,INE920P01019,Commercial Vehicles,Equity
537678,RFXXV28DD,Reliance Mutual Fund- Reliance Fixed Horizon Fund- XXV Series 28-Direct Plan Dividend Payout O,Active,F ,10.00,INF204KA1JK6,,MF
537679,RFXXV28DG,Reliance Mutual Fund- Reliance Fixed Horizon Fund- XXV Series 28- Direct Plan Growth Option,Active,F ,10.00,INF204KA1JJ8,,MF
537680,RFHXXV28D,Reliance Mutual Fund- Reliance Fixed Horizon Fund- XXV Series 28 - Dividend Payout Plan,Active,F ,10.00,INF204KA1JI0,,MF
537681,RFHXXV28G,Reliance Mutual Fund- Reliance Fixed Horizon Fund- XXV Series 28 - Growth Option,Active,F ,10.00,INF204KA1JH2,,MF
537682,H793F29DG1,HDFC Mutual Fund - HDFC FMP 793D February 2014 (1) - Direct Option- Growth Option,Active,F ,10.00,INF179KB1N88,,MF
537684,H793F29DQ1,HDFC Mutual Fund - HDFC FMP 793D February 2014 (1) - Direct Option- Quarterly Dividend Option,Active,F ,10.00,INF179KA1EN2,,MF
537685,H793F29DF1,HDFC Mutual Fund - HDFC FMP 793D February 2014 (1) - Direct Option- Flexi Option,Active,F ,10.00,INF179KB1O12,,MF
537686,H793F29RG1,HDFC Mutual Fund - HDFC FMP 793D February 2014 (1) - Regular Option- Growth Option,Active,F ,10.00,INF179KB1N62,,MF
537688,H793F29RQ1,HDFC Mutual Fund - HDFC FMP 793D February 2014 (1) - Regular Option- Qurtly Dividend Option,Active,F ,10.00,INF179KA1ER3,,MF
537689,H793F29RF1,HDFC Mutual Fund - HDFC FMP 793D February 2014 (1) - Regular Option- Flexi Option,Active,F ,10.00,INF179KB1N70,,MF
537698,KTKFMP142D,Kotak Mahindra Mutual Fund - Kotak FMP Series 142-420 Days Non Direct Plan- Dividend option,Active,F ,10.00,INF174K01UW5,,MF
537707,ETT,ETT Ltd,Active,XD,10.00,INE546I01017,Realty,Equity
537708,KOTAKNIFTY,Kotak Mahindra Mutual Fund - Kotak Nifty ETF,Active,B ,1.00,INF174K014P6,,Equity
537731,H370M29DG1,HDFC Mutual Fund - HDFC FMP 370D March 2014 (1)  -Direct Option- Growth Option,Active,F ,10.00,INF179KB1N05,,MF
537734,RFXXV27DD,Reliance Mutual Fund- Reliance Fixed Horizon Fund- XXV Series 27 -Direct Plan Dvdnd Pyout Otion,Active,F ,10.00,INF204KA1JG4,,MF
537736,RFXXV27DG,Reliance Mutual Fund- Reliance Fixed Horizon Fund- XXV Series 27 - Direct Plan Growth Option,Active,F ,10.00,INF204KA1JF6,,MF
537737,H370M29RG1,HDFC Mutual Fund - HDFC FMP 370D March 2014 (1) - Regular Option- Growth Option,Active,F ,10.00,INF179KB1M89,,MF
537738,RFHXXV27D,Reliance Mutual Fund- Reliance Fixed Horizon Fund- XXV Series 27 - Dividend Payout Plan,Active,F ,10.00,INF204KA1JE9,,MF
537739,RFHXXV27G,Reliance Mutual Fund- Reliance Fixed Horizon Fund- XXV Series 27 - Growth Option,Active,F ,10.00,INF204KA1JD1,,MF
537740,H370M29RD1,HDFC Mutual Fund - HDFC FMP 370D March 2014 (1) - Regular Option- Normal Dividend Option,Active,F ,10.00,INF179KB1M63,,MF
537750,KIRANVYPAR,Kiran Vyapar Ltd,Active,XC,10.00,INE555P01013,Investment Companies,Equity
537752,RFXXV26DG,Reliance Mutual Fund- Reliance Fixed Horizon Fund- XXV Series 26 - Direct Plan Growth Option,Active,F ,10.00,INF204KB1LK1,,MF
537754,RFHXXV26G,Reliance Mutual Fund- Reliance Fixed Horizon Fund- XXV Series 26 - Growth Option,Active,F ,10.00,INF204KB1LI5,,MF
537756,TFM46NB,TATA Fixed Maturity Plan Series 46 Scheme N- Plan A - Growth,Active,F ,10.00,INF277K01T83,,MF
537757,TFM46ND,TATA Fixed Maturity Plan Series 46 Scheme N- Direct Plan - Growth,Active,F ,10.00,INF277K01U07,,MF
537758,TFM46NA,TATA Fixed Maturity Plan Series 46 Scheme N- Plan A - Dividend,Active,F ,10.00,INF277K01T75,,MF
